planeta,estrela,a_UA,R_Rterra,Teff_K,L_Lsol,distancia_pc
Kepler-288 b,Kepler-288,0.06500,1.670,5918,1.1378,1194.15
KELT-4 A b,KELT-4 A,0.04317,19.044,6206,3.43,218.05
Kepler-215 d,Kepler-215,0.18500,2.390,5739,0.76348,486.00
Kepler-1867 b,Kepler-1867,0.08720,1.160,5693,1.6576,680.58
EPIC 212737443 b,EPIC 212737443,0.09800,2.586,4684,0.17759,336.25
K2-270 c,K2-270,0.04970,2.950,4877,0.30326,280.52
HD 4203 b,HD 4203,1.17000,13.300,5596,1.9627,81.38
Kepler-48 b,Kepler-48,0.05394,1.880,5194,0.51374,306.74
Kepler-550 b,Kepler-550,0.07470,4.420,5322,0.41321,531.94
HD 106315 b,HD 106315,0.09070,2.440,6327,2.4805,109.35
HD 111232 b,HD 111232,2.14800,12.600,5512,0.69024,28.96
Kepler-215 c,Kepler-215,0.11300,1.770,5739,0.76348,486.00
TOI-2169 A b,TOI-2169 A,0.08960,12.509,6270,4.63,351.49
Kepler-763 d,Kepler-763,0.06340,1.670,4999,0.46355,962.46
K2-268 c,K2-268,0.08190,2.690,5106,0.37203,327.78
HATS-50 b,HATS-50,0.05046,12.666,5990,1.39,756.74
Kepler-407 c,Kepler-407,3.27090,12.300,5476,0.9134,338.37
Kepler-1134 b,Kepler-1134,0.12420,2.640,5281,0.40067,944.45
Kepler-1989 b,Kepler-1989,0.09180,4.620,6032,1.9026,1252.13
HD 18015 b,HD 18015,3.87000,13.100,5603,9.4146,123.80
Kepler-211 c,Kepler-211,0.06200,1.290,5123,0.3861,309.35
TOI-1798.02,TOI-1798,0.01079,1.464,5165,0.384,113.18
TOI-4600 b,TOI-4600,0.34900,6.800,5170,0.42,216.06
Kepler-567 b,Kepler-567,0.12290,2.250,5148,0.38971,558.81
TOI-2019 b,TOI-2019,0.12800,5.333,5626,2.759,198.01
Kepler-24 b,Kepler-24,0.08045,2.348,6028,1.1588,1156.81
HD 103774 b,HD 103774,0.07000,13.300,6489,3.4995,56.41
Kepler-161 b,Kepler-161,0.05400,2.120,5078,0.35745,434.63
GJ 3293 d,GJ 3293,0.19394,2.670,3466,0.022,20.19
Kepler-1670 b,Kepler-1670,0.15280,3.356,5838,2.4143,2065.98
K2-225 b,K2-225,0.14090,3.609,5520,2.41,357.78
Kepler-1308 b,Kepler-1308,0.02500,0.520,3468,0.031438,112.70
47 UMa b,47 UMa,2.10000,13.200,5872,1.5769,13.80
HD 142022 A b,HD 142022 A,2.93000,12.900,5421,1.01,34.28
Kepler-24 c,Kepler-24,0.10612,2.514,6028,1.1588,1156.81
Kepler-404 c,Kepler-404,0.11800,1.720,5654,0.46021,812.52
Kepler-1254 b,Kepler-1254,0.08330,1.550,4985,0.2679,622.82
WASP-135 b,WASP-135,0.02430,14.572,5675,0.47236,298.21
HATS-15 b,HATS-15,0.02712,12.386,5311,0.625,1139.55
HD 37124 d,HD 37124,2.80700,14.000,5699,0.77225,31.66
Ross 128 b,Ross 128,0.04960,1.110,3192,0.00362,3.37
WASP-3 b,WASP-3,0.03150,15.917,6400,2.7174,231.16
Kepler-170 c,Kepler-170,0.13100,2.860,5679,0.882,738.66
Kepler-1936 b,Kepler-1936,0.52662,3.166,6501,2.8594,871.10
KELT-1 b,KELT-1,0.02466,12.442,6516,3.5075,268.43
Kepler-640 b,Kepler-640,0.15418,2.560,5653,0.94696,557.79
Kepler-1045 b,Kepler-1045,0.16160,2.690,5301,0.46392,942.49
Kepler-1862 b,Kepler-1862,0.11990,2.203,5644,0.60933,1232.19
HD 103197 b,HD 103197,0.25000,5.830,5250,0.47,57.15
psi1 Dra B b,psi1 Dra B,4.43000,13.500,6212,2.1173,22.72
Kepler-990 b,Kepler-990,0.08595,2.600,5948,0.89119,802.16
Kepler-50 b,Kepler-50,0.07700,1.710,6225,3.4342,250.11
K2-260 b,K2-260,0.04392,18.416,6860,6.14,663.83
WASP-144 b,WASP-144,0.03160,9.528,5200,0.74254,355.51
Kepler-1304 b,Kepler-1304,0.12020,2.290,5259,4.3589,2176.08
Kepler-1128 b,Kepler-1128,0.30200,3.650,5543,0.63702,1083.41
Kepler-1537 b,Kepler-1537,0.02450,1.180,5079,0.37716,517.29
HATS-70 b,HATS-70,0.03632,15.513,7930,12,1458.83
Kepler-1043 b,Kepler-1043,0.21590,2.550,5629,0.8451,903.33
NGTS-35 b,NGTS-35,0.16000,10.900,4717,0.253,183.08
Kepler-368 c,Kepler-368,0.36000,3.880,5502,3.6505,770.98
Kepler-479 b,Kepler-479,0.09636,2.120,5247,0.38992,344.90
Kepler-1404 b,Kepler-1404,0.11430,2.010,5261,0.4261,962.18
Kepler-1987 b,Kepler-1987,0.03180,1.230,4769,0.24193,595.68
K2-99 c,K2-99,1.43000,12.600,6069,7.9299,519.23
Kepler-1085 b,Kepler-1085,0.73361,7.220,6000,1.1986,1364.53
HD 156668 b,HD 156668,0.05000,1.870,4850,1.6982,24.33
TOI-1728 b,TOI-1728,0.03910,5.050,3980,0.087999,60.80
Kepler-28 c,Kepler-28,0.07519,1.857,4499,0.17991,438.36
Kepler-1135 b,Kepler-1135,0.34360,1.850,5656,2.7355,1314.64
HD 30856 b,HD 30856,1.85000,13.500,4895,9.9001,131.20
Kepler-173 c,Kepler-173,0.07400,2.430,6031,1.1848,833.16
TOI-6038 A b,TOI-6038 A,0.06900,6.410,6110,3.41,179.15
SPECULOOS-3 b,SPECULOOS-3,0.00733,0.977,2800,0.00083501,
Kepler-1445 b,Kepler-1445,0.09587,0.960,6150,2.1859,506.36
Kepler-796 b,Kepler-796,0.07317,1.300,5475,3.7354,817.58
WASP-52 b,WASP-52,0.02720,14.240,5000,0.44294,174.82
XO-2 S b,XO-2 S,0.13470,10.900,5325,0.75332,151.40
Kepler-1095 b,Kepler-1095,0.05140,1.210,5658,0.80751,792.52
Kepler-1105 b,Kepler-1105,0.04710,2.010,4299,0.11348,318.00
LP 791-18 d,LP 791-18,0.01992,1.032,2960,0.0023,26.49
TIC 257060897 b,TIC 257060897,0.04922,17.262,5993,4.03,505.70
Kepler-181 b,Kepler-181,0.04000,1.270,5333,0.41804,609.28
Kepler-1748 b,Kepler-1748,0.06150,2.713,5774,0.44716,1083.28
K2-29 b,K2-29,0.04217,13.339,5358,0.50661,178.47
Kepler-1347 b,Kepler-1347,0.10400,1.030,5193,0.40926,321.00
Kepler-336 d,Kepler-336,0.15400,2.370,5867,1.8197,768.86
OGLE-TR-56 b,OGLE-TR-56,0.02383,15.278,6050,2.2387,282.84
Kepler-1616 b,Kepler-1616,0.07318,1.020,6266,4.3429,1137.81
14 And b,14 And,0.77500,13.100,4888,69.17,75.44
xi Aql b,xi Aql,0.62500,13.400,4841,58.54,56.19
Kepler-37 d,Kepler-37,0.21090,2.030,5357,0.47657,63.92
HD 69830 d,HD 69830,0.63000,4.450,5385,0.60256,12.56
TOI-776 b,TOI-776,0.06530,1.798,3725,0.049,27.17
Kepler-719 b,Kepler-719,0.05560,8.520,5777,2.8033,2497.51
HAT-P-28 b,HAT-P-28,0.04340,13.585,5680,1.1298,401.32
TOI-1232 c,TOI-1232,0.19400,8.880,5823,1.183,328.60
Kepler-667 b,Kepler-667,0.22880,4.730,5327,3.605,2302.45
Kepler-772 b,Kepler-772,0.11153,1.820,5714,2.9864,1130.21
Kepler-4 b,Kepler-4,0.04560,4.002,5857,2.2594,487.92
WASP-56 b,WASP-56,0.05614,10.536,5600,1.2664,321.08
Kepler-557 b,Kepler-557,0.04690,2.670,6068,5.3474,2097.12
Kepler-374 c,Kepler-374,0.04200,1.100,5977,1.8808,1265.61
Kepler-186 f,Kepler-186,0.43200,1.170,3755,0.054954,177.59
HD 147513 b,HD 147513,1.32000,13.700,5883,0.97724,12.90
Kepler-351 c,Kepler-351,0.28700,3.190,5643,0.41073,1083.91
HD 93385 d,HD 93385,0.25650,2.890,5977,1.61,43.35
TOI-5007 b,TOI-5007,0.03070,11.074,3793,0.080301,203.35
rho CrB c,rho CrB,0.42060,5.680,5817,1.706,17.47
GPX-1 b,GPX-1,0.03380,16.477,7000,5.33,655.01
EPIC 249893012 b,EPIC 249893012,0.04700,1.950,5430,2.2682,321.30
Kepler-310 d,Kepler-310,0.39200,2.470,5797,0.57632,602.27
Kepler-1585 b,Kepler-1585,0.04450,1.790,5538,0.36852,944.47
HD 23596 b,HD 23596,2.69400,12.400,6040,2.8722,52.00
TOI-6041 b,TOI-6041,0.16510,4.550,5445,0.613,72.47
Kepler-161 c,Kepler-161,0.06800,2.050,5078,0.35745,434.63
Kepler-553 c,Kepler-553,0.89800,11.579,5191,0.53599,728.52
HIP 9618 c,HIP 9618,0.26900,3.429,5649,0.84801,67.55
Kepler-1169 b,Kepler-1169,0.06931,0.940,6191,1.8282,522.82
HD 25015 b,HD 25015,6.24800,12.500,5160,0.4129,37.43
Kepler-861 b,Kepler-861,0.04630,2.280,5047,0.3741,850.33
TOI-269 b,TOI-269,0.03450,2.770,3514,0.022555,57.02
IC 4651 9122 b,IC 4651 9122,2.03800,12.700,4740,43.241,859.32
K2-115 b,K2-115,0.14150,11.803,5870,0.77999,413.59
Kepler-489 b,Kepler-489,0.12109,7.720,5014,0.30338,369.64
Kepler-839 b,Kepler-839,0.23160,2.570,6058,2.7356,944.56
HD 11506 c,HD 11506,0.77100,14.000,6123,2.172,51.26
TOI-5542 b,TOI-5542,0.33200,11.310,5700,11.402,348.85
Kepler-960 b,Kepler-960,0.03807,2.290,4755,0.23502,284.92
Kepler-261 c,Kepler-261,0.15600,2.000,5098,0.33806,317.50
Kepler-348 b,Kepler-348,0.07600,1.520,6177,2.7108,570.78
18 Del b,18 Del,2.47600,12.500,4980,43.02,76.22
HD 208897 b,HD 208897,1.06300,13.700,4860,12.303,67.49
Kepler-1386 b,Kepler-1386,0.06800,1.240,5733,1.0205,835.88
Kepler-528 b,Kepler-528,0.14219,2.080,5807,1.4383,784.23
TOI-5573 b,TOI-5573,0.07120,9.750,3790,0.069299,186.56
HATS-26 b,HATS-26,0.04735,19.616,6071,5.06,861.84
Kepler-1533 b,Kepler-1533,0.93416,3.460,6431,4.5963,966.80
Kepler-102 c,Kepler-102,0.06702,0.567,4909,0.2604,107.80
Kepler-215 e,Kepler-215,0.31400,1.750,5739,0.76348,486.00
Kepler-394 b,Kepler-394,0.08300,1.600,6402,1.131,1058.72
Kepler-820 b,Kepler-820,0.56004,6.090,6260,4.8922,1387.20
K2-259 b,K2-259,0.12710,2.320,6059,1.4693,416.46
Kepler-1942 b,Kepler-1942,0.05160,2.117,5834,0.84105,842.49
Kepler-416 c,Kepler-416,0.10454,2.352,5718,1.0664,690.82
Kepler-401 c,Kepler-401,0.26900,2.150,6117,3.6822,965.56
HD 202206 c,HD 202206,2.41000,12.200,5766,1.0836,45.97
Kepler-769 c,Kepler-769,0.12970,1.790,6186,1.5104,1169.57
Kepler-417 b,Kepler-417,0.10060,2.310,5177,0.3885,973.99
Kepler-1483 b,Kepler-1483,0.09580,1.520,6337,2.4776,1273.78
HD 13931 b,HD 13931,5.15000,13.200,5867,1.57,47.40
Kepler-608 b,Kepler-608,0.06850,3.640,5820,1.0993,946.68
Kepler-59 b,Kepler-59,0.09943,1.100,6074,2.1074,1163.22
GJ 433 b,GJ 433,0.06200,2.330,3461,0.02,9.06
Kepler-193 b,Kepler-193,0.10600,2.390,6335,1.2577,1009.10
Kepler-888 b,Kepler-888,0.31481,1.760,5875,0.90534,420.82
NGTS-3 A b,NGTS-3 A,0.02300,16.589,5600,0.71779,743.97
Kepler-1972 b,Kepler-1972,0.08006,0.802,5818,1.97,287.34
HD 86065 b,HD 86065,15.94700,12.500,4928,0.32344,40.37
Kepler-799 c,Kepler-799,0.12140,2.781,5588,2.2336,1509.08
HD 171028 b,HD 171028,1.32000,13.200,5671,5.4064,111.66
Kepler-228 d,Kepler-228,0.10100,4.040,6043,1.2917,1644.61
HIP 19976 b,HIP 19976,0.23400,4.940,4316,0.18647,40.27
HD 89744 b,HD 89744,0.91700,12.600,6291,6.2487,38.64
HD 96992 b,HD 96992,1.24000,13.700,4725,29.512,396.08
Kepler-1875 b,Kepler-1875,0.20390,3.227,6161,2.5504,1660.45
Kepler-326 d,Kepler-326,0.06600,1.210,5105,0.69732,487.68
bet Pic b,bet Pic,10.07000,18.495,8039,8.9706,19.74
Kepler-1642 b,Kepler-1642,0.10160,3.200,5355,0.39399,413.87
K2-355 b,K2-355,0.06320,2.250,5790,0.76798,500.50
Kepler-125 c,Kepler-125,0.05100,0.740,3810,0.047,183.37
HD 33142 c,HD 33142,1.95500,13.900,5025,10.01,121.38
Kepler-174 c,Kepler-174,0.21400,1.490,4880,0.26891,384.76
K2-162 b,K2-162,0.07950,1.440,4842,0.22034,124.43
WASP-1 b,WASP-1,0.03889,16.623,6110,2.76,393.07
Wendelstein-1 b,Wendelstein-1,0.02820,11.561,4251,0.11543,305.30
Kepler-1752 b,Kepler-1752,0.26980,4.541,5446,0.39977,962.89
KOI-351 f,KOI-351,0.48000,2.880,6080,1.8558,848.25
K2-138 d,K2-138,0.05893,2.390,5356,0.51696,202.59
Kepler-1615 b,Kepler-1615,0.27880,2.060,5865,2.4504,1393.83
Kepler-1289 b,Kepler-1289,0.07850,1.520,6080,1.4465,1053.57
HD 34445 g,HD 34445,6.36000,13.600,5836,2.01,46.09
WASP-41 b,WASP-41,0.04022,12.330,5545,0.63809,163.37
TOI-1136 d,TOI-1136,0.10620,4.627,5770,0.94,84.54
Kepler-327 d,Kepler-327,0.09000,1.730,3799,0.055,241.99
Kepler-722 c,Kepler-722,0.44710,2.820,5863,0.91363,1239.50
K2-415 b,K2-415,0.02700,1.015,3173,0.00351,21.82
TOI-1803 b,TOI-1803,0.06000,2.990,4687,0.222,119.24
HD 203030 b,HD 203030,487.10000,14.460,5603,0.59265,39.25
HD 164922 b,HD 164922,2.16000,13.300,5390,0.71,22.00
TOI-2485 b,TOI-2485,0.10930,12.139,6016,3.31,397.95
HATS-28 b,HATS-28,0.04131,13.384,5498,0.696,535.38
Kepler-1186 b,Kepler-1186,0.12810,2.230,5635,1.158,1337.25
Kepler-618 b,Kepler-618,0.04490,2.600,5860,1.49,1221.96
WASP-192 b,WASP-192,0.04080,13.787,5910,1.9144,508.88
Kepler-342 d,Kepler-342,0.24200,2.490,6175,2.8409,781.61
HD 108236 b,HD 108236,0.04527,1.615,5660,0.70799,64.60
TOI-1758 b,TOI-1758,0.14141,3.620,5169,0.424,96.62
HD 98649 b,HD 98649,5.97000,12.500,5759,0.96801,42.17
HR 858 d,HR 858,0.10460,2.001,6354,2.31,31.96
HD 59686 A b,HD 59686 A,1.08600,12.700,4658,66.322,89.27
Kepler-979 b,Kepler-979,0.07530,2.720,5310,0.47912,576.50
TOI-1135 b,TOI-1135,0.08150,9.920,6320,2.08,114.05
TOI-270 b,TOI-270,0.03197,1.280,3506,0.0194,22.48
TOI-2193 A b,TOI-2193 A,0.03319,19.840,5966,1.779,337.06
Kepler-1492 b,Kepler-1492,0.12620,1.490,4712,0.17606,331.55
K2-16 b,K2-16,0.06670,2.020,4742,0.17345,334.97
HATS-74 A b,HATS-74 A,0.02384,11.568,3777,0.060799,299.39
TOI-4479 b,TOI-4479,0.01640,2.820,3400,0.02487,80.65
Kepler-222 d,Kepler-222,0.18000,3.690,5433,0.45937,758.85
Kepler-1568 b,Kepler-1568,0.15157,1.300,5956,1.8104,916.31
Kepler-1207 b,Kepler-1207,0.11560,1.620,5909,4.344,1754.19
HATS-23 b,HATS-23,0.03397,20.849,5780,1.43,639.00
Kepler-1636 b,Kepler-1636,1.12191,3.230,5797,1.7248,1947.54
K2-52 b,K2-52,0.05400,18.000,7147,1.0642,1038.41
Kepler-1822 b,Kepler-1822,0.14160,2.648,5165,0.5181,897.60
HD 28678 b,HD 28678,1.18000,13.500,4972,22.9,189.91
HD 189733 b,HD 189733,0.03126,12.666,5052,0.34579,19.76
Kepler-164 c,Kepler-164,0.09700,2.730,5888,1.2969,890.76
HD 20781 b,HD 20781,0.05290,1.210,5256,0.49,35.97
Kepler-712 b,Kepler-712,0.13615,3.410,5148,0.32815,872.49
Kepler-208 c,Kepler-208,0.07900,1.390,6092,2.0376,775.33
K2-192 b,K2-192,0.04900,1.520,5222,0.4363,221.75
Kepler-1123 b,Kepler-1123,0.04970,1.670,5500,0.50752,704.32
HD 114082 b,HD 114082,0.51090,11.209,6651,3.83,95.39
TOI-1238 b,TOI-1238,0.01390,1.210,4089,0.082701,70.71
K2-282 b,K2-282,0.04990,2.500,5499,0.61006,496.29
HD 121504 b,HD 121504,0.33000,13.600,6027,1.5488,41.66
Kepler-38 b,Kepler-38,0.46320,4.300,5623,3.1018,1174.59
WASP-133 b,WASP-133,0.03450,13.563,5700,2.0205,559.08
HAT-P-1 b,HAT-P-1,0.05561,14.785,5980,1.6774,158.98
TIC 46432937 b,TIC 46432937,0.02065,13.316,3572,0.0412,90.54
Kepler-255 d,Kepler-255,0.01920,1.320,5431,0.65598,1052.53
HD 63454 b,HD 63454,0.04000,12.310,4812,0.25586,37.69
HD 6718 b,HD 6718,3.53000,13.300,5746,1.1301,51.34
Kepler-167 b,Kepler-167,0.04825,1.718,4884,0.289,341.91
Kepler-483 b,Kepler-483,0.19471,3.210,6346,2.7466,860.36
BD+20 594 b,BD+20 594,0.24100,2.578,5766,0.87999,179.46
TYC 0434-04538-1 b,TYC 0434-04538-1,0.66000,12.700,4679,46.774,613.42
Kepler-1243 b,Kepler-1243,0.12560,1.750,5667,0.57072,758.17
HD 73534 b,HD 73534,2.99000,13.700,4917,3.3266,83.33
Kepler-1494 b,Kepler-1494,0.39820,3.070,5659,1.1995,1285.48
Kepler-186 e,Kepler-186,0.11000,1.270,3788,0.04121,177.59
24 Sex c,24 Sex,2.08000,13.900,5098,14.588,72.07
TIC 87422071 b,TIC 87422071,0.10600,10.862,6150,2.8,384.76
GJ 3988 b,GJ 3988,0.04050,1.740,3273,0.004026,9.91
HD 9446 c,HD 9446,0.65400,13.400,5793,1.1,50.35
HD 35843 b,HD 35843,0.08800,2.290,5666,0.75,69.60
Kepler-116 b,Kepler-116,0.06900,3.420,6142,2.6347,955.17
K2-284 b,K2-284,0.04771,2.780,4140,0.097,107.27
LP 714-47 b,LP 714-47,0.04170,4.700,3950,0.075,52.62
Kepler-1958 b,Kepler-1958,0.08560,2.051,5749,0.99788,1320.38
HD 152581 b,HD 152581,1.66000,13.400,5027,14.9,165.76
Kepler-74 b,Kepler-74,0.07810,10.760,6000,2.1483,1177.55
Kepler-87 c,Kepler-87,0.67600,6.140,5600,2.1186,1232.90
Kepler-812 b,Kepler-812,0.10240,3.550,6761,5.6485,1482.74
Kepler-80 e,Kepler-80,0.04910,1.600,4540,0.17,369.45
TOI-2266 b,TOI-2266,0.02000,1.540,3200,0.0068052,51.60
WASP-23 b,WASP-23,0.03760,10.783,5150,0.41996,207.49
Kepler-1265 b,Kepler-1265,0.06120,1.350,4630,0.19951,583.64
NGTS-1 b,NGTS-1,0.03260,14.908,3916,0.070265,218.12
Kepler-686 b,Kepler-686,0.02580,12.150,5649,1.2821,1490.94
Kepler-1187 b,Kepler-1187,0.14010,2.610,5975,1.3673,1020.53
Kepler-164 e,Kepler-164,0.40250,4.240,5888,1.2969,890.76
Kepler-184 b,Kepler-184,0.09200,2.360,5788,0.59554,610.33
HD 332231 b,HD 332231,0.14500,9.073,6128,2.032,80.67
TOI-1199 b,TOI-1199,0.04988,10.514,5710,2.015,248.43
TOI-4961 b,TOI-4961,0.07260,12.341,5380,0.629,213.07
Kepler-75 b,Kepler-75,0.08180,11.770,5200,0.60972,835.36
HD 39091 b,HD 39091,3.28000,12.300,5998,1.444,18.27
HAT-P-3 b,HAT-P-3,0.03866,10.536,5185,0.43652,134.55
HD 30562 b,HD 30562,2.34000,13.600,5882,2.8184,26.16
Kepler-233 c,Kepler-233,0.28700,2.710,5360,0.47039,856.42
BD-10 3166 b,BD-10 3166,0.04000,14.100,5393,0.64387,84.41
HAT-P-11 c,HAT-P-11,4.10000,13.200,4653,0.27101,37.76
Kepler-1834 c,Kepler-1834,0.01500,1.220,4821,0.26508,500.39
Kepler-207 c,Kepler-207,0.04400,1.500,5920,3.4222,875.52
Kepler-118 c,Kepler-118,0.14100,7.680,5274,0.4194,574.23
HATS-55 b,HATS-55,0.05412,14.022,6214,1.694,609.84
Kepler-822 b,Kepler-822,0.04078,1.770,5928,0.98867,860.39
Kepler-292 e,Kepler-292,0.09700,2.670,5299,0.46035,1056.48
Kepler-444 e,Kepler-444,0.06960,0.546,5046,0.37623,36.44
bet Pic d,bet Pic,26.00000,14.123,8039,8.9706,19.74
HD 183263 c,HD 183263,5.58500,12.500,5948,1.7793,54.20
Kepler-654 b,Kepler-654,0.11664,2.070,5865,2.8987,974.12
91 Aqr b,91 Aqr,0.70000,13.100,4665,49.248,44.03
Kepler-864 b,Kepler-864,0.06870,2.400,5754,1.6136,2022.90
Kepler-1628 b,Kepler-1628,0.29520,6.430,3724,0.046774,352.00
Kepler-944 b,Kepler-944,0.22880,2.630,5409,0.83605,1349.43
HD 181720 b,HD 181720,1.85000,14.000,5736,1.9409,60.20
Kepler-322 b,Kepler-322,0.02700,1.010,5388,0.51539,400.48
Kepler-1394 b,Kepler-1394,0.05474,1.390,6481,6.4725,640.41
HD 109246 b,HD 109246,0.33000,13.900,5844,1.2597,67.83
Kepler-1672 b,Kepler-1672,0.55374,2.970,6132,1.5089,391.18
Kepler-1744 b,Kepler-1744,0.20945,3.768,5986,0.79842,1091.63
TOI-4515 b,TOI-4515,0.11800,12.170,5433,0.58101,193.50
Ross 176 b,Ross 176,0.04640,1.840,4041,0.07782,46.45
CoRoT-31 b,CoRoT-31,0.05860,16.365,5700,2.4991,2005.76
TOI-1775 b,TOI-1775,0.08000,8.047,5284,0.483,149.23
HAT-P-18 b,HAT-P-18,0.05590,11.153,4803,0.26977,161.40
Kepler-129 c,Kepler-129,0.39000,2.520,5770,2.9084,408.85
Kepler-1267 b,Kepler-1267,0.10570,3.010,6096,1.0058,1379.43
Kepler-1795 b,Kepler-1795,0.10020,1.663,4500,0.17498,
Kepler-903 c,Kepler-903,0.30249,2.530,5682,2.3155,1369.24
K2-312 c,HD 80653,1.96100,12.800,5959,1.7378,109.86
GJ 3293 c,GJ 3293,0.36175,4.870,3466,0.022,20.19
TOI-5713 b,TOI-5713,0.06008,1.770,3225,0.00874,40.87
2MASS J03590986+2009361 b,2MASS J03590986+2009361,572.00000,12.200,2943,0.0056752,117.44
K2-285 b,K2-285,0.03817,2.590,4975,0.37859,154.96
TOI-4184 b,TOI-4184,0.03360,2.430,3238,0.00544,69.36
Kepler-220 c,Kepler-220,0.07600,1.570,4632,0.21089,171.11
Kepler-880 b,Kepler-880,0.09150,2.660,6761,4.6348,601.32
HD 35843 c,HD 35843,0.25000,2.540,5666,0.75,69.60
HATS-68 b,HATS-68,0.05071,13.809,6147,3.91,603.96
Kepler-324 b,Kepler-324,0.05000,1.140,5194,0.49176,501.57
Kepler-1547 b,Kepler-1547,0.01556,0.900,6078,1.6689,674.70
Kepler-116 c,Kepler-116,0.11600,2.300,6142,2.6347,955.17
Kepler-1076 b,Kepler-1076,0.06110,0.800,4868,0.27733,199.00
nu Oph b,nu Oph,1.76500,12.000,4887,78.48,46.21
Kepler-170 b,Kepler-170,0.08000,3.200,5679,0.882,738.66
HD 134987 c,HD 134987,5.80000,13.900,5585,1.8,26.18
Kepler-530 b,Kepler-530,0.21491,3.010,5697,0.73711,457.71
Kepler-1596 b,Kepler-1596,0.32370,1.900,5706,2.6953,2146.23
Kepler-396 c,Kepler-396,0.38946,5.300,5656,0.73348,223.76
WASP-88 b,WASP-88,0.06431,16.365,6430,5.2907,523.76
Kepler-1438 b,Kepler-1438,0.03460,0.940,5530,1.326,1154.13
GJ 15 A b,GJ 15 A,0.07200,1.550,3607,0.022131,3.56
TOI-157 b,TOI-157,0.03138,14.415,5404,1.047,355.68
K2-114 b,K2-114,0.09440,10.592,4899,0.36,475.76
Kepler-100 b,Kepler-100,0.07309,1.340,5837,2.48,304.64
tau Gem b,tau Gem,1.17000,12.100,4388,330.33,112.54
Kepler-265 c,Kepler-265,0.12700,2.630,5835,1.0127,1280.25
Kepler-1921 c,Kepler-1921,0.04540,1.410,6120,6.4009,928.99
CoRoT-19 b,CoRoT-19,0.05180,14.460,6090,3.4995,790.66
HD 110537 b,HD 110537,16.71400,11.900,5718,1.31,45.09
Kepler-788 b,Kepler-788,0.08350,2.550,6159,2.1685,1775.80
WASP-69 b,WASP-69,0.04530,11.210,4792,0.33,49.96
Kepler-336 b,Kepler-336,0.03300,1.020,5867,1.8197,768.86
HIP 48714 b,HIP 48714,0.11200,5.110,4016,0.06988,10.53
Kepler-154 b,Kepler-154,0.19800,2.260,5690,1.0795,915.21
Kepler-1225 b,Kepler-1225,0.07710,1.820,6140,2.1522,1347.52
Kepler-1708 b,Kepler-1708,1.64000,9.960,6157,1.5205,1666.69
Kepler-332 c,Kepler-332,0.11400,1.090,4955,0.2608,344.19
WASP-173 A b,WASP-173 A,0.02480,13.451,5800,1.21,232.98
TOI-4010 b,TOI-4010,0.02290,3.020,4960,0.39847,177.50
WASP-71 b,WASP-71,0.04600,13.227,6050,5.8675,362.71
Kepler-66 b,Kepler-66,0.13520,2.800,5962,1.1249,1202.96
Kepler-755 b,Kepler-755,0.02156,1.760,5043,0.34943,399.03
Kepler-1785 b,Kepler-1785,0.13917,2.704,5618,1.0071,745.74
GJ 9773 b,GJ 9773,2.92100,14.200,3528,0.018337,15.92
Kepler-247 d,Kepler-247,0.14000,3.940,5100,0.37875,663.71
Kepler-1552 b,Kepler-1552,0.60110,2.470,5202,0.62891,769.10
Kepler-549 c,Kepler-549,0.45332,2.930,5360,0.49411,635.14
Kepler-130 d,Kepler-130,0.37700,1.640,5884,1.5787,316.66
HD 24040 c,HD 24040,1.30000,9.350,5776,1.8866,46.62
Kepler-304 b,Kepler-304,0.03900,2.860,4731,0.21797,434.68
TOI-1416 b,TOI-1416,0.01900,1.620,4884,0.34667,55.01
Kepler-2000 b,Kepler-2000,0.05620,2.730,3757,0.088569,320.59
Kepler-327 c,Kepler-327,0.04700,1.030,3799,0.055,241.99
LSPM J2116+0234 b,LSPM J2116+0234,0.08760,3.710,3475,0.02,17.63
Kepler-1371 c,Kepler-1371,0.02937,0.640,5361,0.63345,515.33
BD+20 274 b,BD+20 274,1.30000,13.000,4296,91.201,1322.51
Kepler-538 b,Kepler-538,0.35540,2.215,5534,0.66241,155.96
HD 189567 c,HD 189567,0.19700,2.540,5726,2.11,17.91
HAT-P-62 b,HAT-P-62,0.03772,12.027,5629,1.232,348.81
Kepler-443 b,Kepler-443,0.49500,2.330,4723,0.21677,802.27
TOI-530 b,TOI-530,0.05200,9.303,3659,0.049,148.76
GJ 676 A b,GJ 676 A,1.73500,12.800,3734,0.090676,16.03
WASP-175 b,WASP-175,0.04403,13.540,6229,6.1492,539.36
Kepler-127 c,Kepler-127,0.20000,2.660,6106,2.5498,352.79
HD 1605 c,HD 1605,3.58400,13.000,4915,6.4565,88.80
HIP 14810 b,HIP 14810,0.06960,13.000,5544,0.97724,50.48
LHS 1678 b,LHS 1678,0.01239,0.685,3490,0.0145,19.88
Kepler-42 b,Kepler-42,0.01160,0.780,3068,0.0023988,40.06
HD 141937 b,HD 141937,1.54000,12.400,5870,1.052,33.36
TOI-1518 b,TOI-1518,0.03712,21.050,7299,9.6401,225.89
Kepler-388 b,Kepler-388,0.03600,0.810,4498,0.36365,425.00
TOI-2458 c,TOI-2458,0.12900,3.180,6005,2.1942,112.96
HD 18599 b,HD 18599,0.04800,2.600,5145,0.372,38.57
